Index;Stressor;Compartment;Unit;GWP
1;Taxes less subsidies on products purchased: Total;Value.added;M.EUR;0
2;Other net taxes on production;Value.added;M.EUR;0
3;"Compensation of employees; wages, salaries, & employers' social contributions: Low-skilled";Value.added;M.EUR;0
4;"Compensation of employees; wages, salaries, & employers' social contributions: Medium-skilled";Value.added;M.EUR;0
5;"Compensation of employees; wages, salaries, & employers' social contributions: High-skilled";Value.added;M.EUR;0
6;Operating surplus: Consumption of fixed capital;Value.added;M.EUR;0
7;Operating surplus: Rents on land;Value.added;M.EUR;0
8;Operating surplus: Royalties on resources;Value.added;M.EUR;0
9;Operating surplus: Remaining net operating surplus;Value.added;M.EUR;0
10;Employment: Low-skilled male;Employment.persons;1000 p;0
11;Employment: Low-skilled female;Employment.persons;1000 p;0
12;Employment: Medium-skilled male;Employment.persons;1000 p;0
13;Employment: Medium-skilled female;Employment.persons;1000 p;0
14;Employment: High-skilled male;Employment.persons;1000 p;0
15;Employment: High-skilled female;Employment.persons;1000 p;0
16;Employment hours: Low-skilled male;Employment.hours;M.hr;0
17;Employment hours: Low-skilled female;Employment.hours;M.hr;0
18;Employment hours: Medium-skilled male;Employment.hours;M.hr;0
19;Employment hours: Medium-skilled female;Employment.hours;M.hr;0
20;Employment hours: High-skilled male;Employment.hours;M.hr;0
21;Employment hours: High-skilled female;Employment.hours;M.hr;0
22;Employment: Vulnerable employment;Employment.persons;1000 p;0
23;Employment hours: Vulnerable employment;Employment.hours;M.hr;0
24;CO2 - combustion - air;Emissions;kg;1
25;CH4 - combustion - air;Emissions;kg;25
26;N2O - combustion - air;Emissions;kg;298
27;SOx - combustion - air;Emissions;kg;0
28;NOx - combustion - air;Emissions;kg;0
29;NH3 - combustion - air;Emissions;kg;0
30;CO - combustion - air;Emissions;kg;0
31;Benzo(a)pyrene - combustion - air;Emissions;kg;0
32;Benzo(b)fluoranthene - combustion - air;Emissions;kg;0
33;Benzo(k)fluoranthene - combustion - air;Emissions;kg;0
34;Indeno(1,2,3-cd)pyrene - combustion - air;Emissions;kg;0
35;PCBs - combustion - air;Emissions;kg;0
36;PCDD_F - combustion - air;Emissions;kg;0
37;HCB - combustion - air;Emissions;kg;0
38;NMVOC - combustion - air;Emissions;kg;0,045208277
39;PM10 - combustion - air;Emissions;kg;0
40;PM2.5 - combustion - air;Emissions;kg;0
41;TSP - combustion - air;Emissions;kg;0
42;As - combustion - air;Emissions;kg;0
43;Cd - combustion - air;Emissions;kg;0
44;Cr - combustion - air;Emissions;kg;0
45;Cu - combustion - air;Emissions;kg;0
46;Hg - combustion - air;Emissions;kg;0
47;Ni - combustion - air;Emissions;kg;0
48;Pb - combustion - air;Emissions;kg;0
49;Se - combustion - air;Emissions;kg;0
50;Zn - combustion - air;Emissions;kg;0
51;As - non combustion - Agglomeration plant - pellets - air;Emissions;kg;0
52;As - non combustion - Agglomeration plant - sinter - air;Emissions;kg;0
53;As - non combustion - Glass production - air;Emissions;kg;0
54;As - non combustion - Production of coke oven coke - air;Emissions;kg;0
55;As - non combustion - Production of gascoke - air;Emissions;kg;0
56;As - non combustion - Steel production: basic oxygen furnace - air;Emissions;kg;0
57;As - non combustion - Steel production: electric arc furnace - air;Emissions;kg;0
58;As - non combustion - Steel production: open hearth furnace - air;Emissions;kg;0
59;B(a)P - non combustion - Primary aluminium production - air;Emissions;kg;0
60;B(a)P - non combustion - Production of coke oven coke - air;Emissions;kg;0
61;B(a)P - non combustion - Production of gascoke - air;Emissions;kg;0
62;B(b)F - non combustion - Primary aluminium production - air;Emissions;kg;0
63;B(b)F - non combustion - Production of coke oven coke - air;Emissions;kg;0
64;B(b)F - non combustion - Production of gascoke - air;Emissions;kg;0
65;B(k)F - non combustion - Primary aluminium production - air;Emissions;kg;0
66;B(k)F - non combustion - Production of coke oven coke - air;Emissions;kg;0
67;B(k)F - non combustion - Production of gascoke - air;Emissions;kg;0
68;CH4 - non combustion - Extraction/production of (natural) gas - air;Emissions;kg;25
69;CH4 - non combustion - Extraction/production of crude oil - air;Emissions;kg;25
70;CH4 - non combustion - Mining of antracite - air;Emissions;kg;25
71;CH4 - non combustion - Mining of bituminous coal - air;Emissions;kg;25
72;CH4 - non combustion - Mining of coking coal - air;Emissions;kg;25
73;CH4 - non combustion - Mining of lignite (brown coal) - air;Emissions;kg;25
74;CH4 - non combustion - Mining of sub-bituminous coal - air;Emissions;kg;25
75;CH4 - non combustion - Oil refinery - air;Emissions;kg;25
76;CO - non combustion - Agglomeration plant - sinter - air;Emissions;kg;0
77;CO - non combustion - Bricks production - air;Emissions;kg;0
78;CO - non combustion - Carbon black production - air;Emissions;kg;0
79;CO - non combustion - Cement production - air;Emissions;kg;0
80;CO - non combustion - Chemical wood pulp, dissolving grades - air;Emissions;kg;0
81;CO - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air;Emissions;kg;0
82;CO - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air;Emissions;kg;0
83;CO - non combustion - Glass production - air;Emissions;kg;0
84;CO - non combustion - Lime production - air;Emissions;kg;0
85;CO - non combustion - Oil refinery - air;Emissions;kg;0
86;CO - non combustion - Pig iron production, blast furnace - air;Emissions;kg;0
87;CO - non combustion - Primary aluminium production - air;Emissions;kg;0
88;CO - non combustion - Production of coke oven coke - air;Emissions;kg;0
89;CO - non combustion - Production of gascoke - air;Emissions;kg;0
90;CO - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air;Emissions;kg;0
91;CO - non combustion - Steel production: basic oxygen furnace - air;Emissions;kg;0
92;CO - non combustion - Steel production: electric arc furnace - air;Emissions;kg;0
93;CO2 - non combustion - Cement production - air;Emissions;kg;1
94;CO2 - non combustion - Lime production - air;Emissions;kg;1
95;Cd - non combustion - Agglomeration plant - pellets - air;Emissions;kg;0
96;Cd - non combustion - Agglomeration plant - sinter - air;Emissions;kg;0
97;Cd - non combustion - Glass production - air;Emissions;kg;0
98;Cd - non combustion - Nickel, unwrought - air;Emissions;kg;0
99;Cd - non combustion - Production of coke oven coke - air;Emissions;kg;0
100;Cd - non combustion - Production of gascoke - air;Emissions;kg;0
101;"Cd - non combustion - Refined copper; unwrought, not alloyed - air";Emissions;kg;0
102;Cd - non combustion - Refined lead, unwrought - air;Emissions;kg;0
103;Cd - non combustion - Steel production: basic oxygen furnace - air;Emissions;kg;0
104;Cd - non combustion - Steel production: electric arc furnace - air;Emissions;kg;0
105;Cd - non combustion - Steel production: open hearth furnace - air;Emissions;kg;0
106;"Cd - non combustion - Unrefined copper; copper anodes for electrolytic refining - air";Emissions;kg;0
107;Cd - non combustion - Zinc, unwrought, not alloyed - air;Emissions;kg;0
108;Cr - non combustion - Agglomeration plant - pellets - air;Emissions;kg;0
109;Cr - non combustion - Agglomeration plant - sinter - air;Emissions;kg;0
110;Cr - non combustion - Glass production - air;Emissions;kg;0
111;Cr - non combustion - Pig iron production, blast furnace - air;Emissions;kg;0
112;Cr - non combustion - Steel production: basic oxygen furnace - air;Emissions;kg;0
113;Cr - non combustion - Steel production: electric arc furnace - air;Emissions;kg;0
114;Cr - non combustion - Steel production: open hearth furnace - air;Emissions;kg;0
115;Cu - non combustion - Agglomeration plant - pellets - air;Emissions;kg;0
116;Cu - non combustion - Agglomeration plant - sinter - air;Emissions;kg;0
117;Cu - non combustion - Glass production - air;Emissions;kg;0
118;Cu - non combustion - Pig iron production, blast furnace - air;Emissions;kg;0
119;Cu - non combustion - Steel production: basic oxygen furnace - air;Emissions;kg;0
120;Cu - non combustion - Steel production: electric arc furnace - air;Emissions;kg;0
121;Cu - non combustion - Steel production: open hearth furnace - air;Emissions;kg;0
122;HCB - non combustion - Agglomeration plant - pellets - air;Emissions;kg;0
123;HCB - non combustion - Agglomeration plant - sinter - air;Emissions;kg;0
124;Hg - non combustion - Agglomeration plant - pellets - air;Emissions;kg;0
125;Hg - non combustion - Agglomeration plant - sinter - air;Emissions;kg;0
126;Hg - non combustion - Glass production - air;Emissions;kg;0
127;Hg - non combustion - Nickel, unwrought - air;Emissions;kg;0
128;Hg - non combustion - Pig iron production, blast furnace - air;Emissions;kg;0
129;Hg - non combustion - Production of coke oven coke - air;Emissions;kg;0
130;Hg - non combustion - Production of gascoke - air;Emissions;kg;0
131;"Hg - non combustion - Refined copper; unwrought, not alloyed - air";Emissions;kg;0
132;Hg - non combustion - Refined lead, unwrought - air;Emissions;kg;0
133;HCB - non combustion - Secondary aluminium production - air;Emissions;kg;0
134;Hg - non combustion - Steel production: basic oxygen furnace - air;Emissions;kg;0
135;Hg - non combustion - Steel production: electric arc furnace - air;Emissions;kg;0
136;"Hg - non combustion - Unrefined copper; copper anodes for electrolytic refining - air";Emissions;kg;0
137;Hg - non combustion - Zinc, unwrought, not alloyed - air;Emissions;kg;0
138;Indeno - non combustion - Primary aluminium production - air;Emissions;kg;0
139;Indeno - non combustion - Production of coke oven coke - air;Emissions;kg;0
140;Indeno - non combustion - Production of gascoke - air;Emissions;kg;0
141;NH3 - non combustion - N- fertilizer production - air;Emissions;kg;0
142;NMVOC - non combustion - Beef and veal - air;Emissions;kg;0,045208277
143;NMVOC - non combustion - Coil coating (coating of aluminum and steel) - air;Emissions;kg;0,045208277
144;NMVOC - non combustion - Decorative paint applicatoin - air;Emissions;kg;0,045208277
145;NMVOC - non combustion - Degreasing - air;Emissions;kg;0,045208277
146;NMVOC - non combustion - Diesel distribution - transport and depots (used in mobile sources) - air;Emissions;kg;0,045208277
147;NMVOC - non combustion - Diesel distribution - transport and depots (used in stationary sources) - air;Emissions;kg;0,045208277
148;NMVOC - non combustion - Dry cleaning - air;Emissions;kg;0,045208277
149;NMVOC - non combustion - Extraction, proc. and distribution of gaseous fuels - air;Emissions;kg;0,045208277
150;NMVOC - non combustion - Extraction, proc. and distribution of liquid fuels - air;Emissions;kg;0,045208277
151;NMVOC - non combustion - Extraction/production of (natural) gas - air;Emissions;kg;0,045208277
152;NMVOC - non combustion - Extraction/production of crude oil - air;Emissions;kg;0,045208277
153;NMVOC - non combustion - Fat, edible and non-edible oil extraction - air;Emissions;kg;0,045208277
154;"NMVOC - non combustion - Fish, dried, salted or in brine; smoked fish; edible fish meal - air";Emissions;kg;0,045208277
155;NMVOC - non combustion - Fish, fish fillets, other fish meat and fish livers and roes, frozen - air;Emissions;kg;0,045208277
156;"NMVOC - non combustion - Fish, otherwise prepared or preserved; caviar - air";Emissions;kg;0,045208277
157;NMVOC - non combustion - Flexography and rotogravure in packaging - air;Emissions;kg;0,045208277
158;NMVOC - non combustion - Gasoline distribution - service stations - air;Emissions;kg;0,045208277
159;NMVOC - non combustion - Gasoline distribution - transport and depots (used in mobile sources) - air;Emissions;kg;0,045208277
160;NMVOC - non combustion - Gasoline distribution - transport and depots (used in stationary sources) - air;Emissions;kg;0,045208277
161;NMVOC - non combustion - Industrial application of adhesives (use of high performance solvent based adhesives) - air;Emissions;kg;0,045208277
162;NMVOC - non combustion - Industrial application of adhesives (use of traditional solvent based adhesives) - air;Emissions;kg;0,045208277
163;NMVOC - non combustion - Industrial paint application, general industry (continuous processes) - air;Emissions;kg;0,045208277
164;NMVOC - non combustion - Industrial paint application, general industry (plastic parts) - air;Emissions;kg;0,045208277
165;NMVOC - non combustion - Industrial paint application, general industry - air;Emissions;kg;0,045208277
166;NMVOC - non combustion - Inorganic chemical industry, fertilizers and other - air;Emissions;kg;0,045208277
167;NMVOC - non combustion - Leather coating - air;Emissions;kg;0,045208277
168;NMVOC - non combustion - Manufacture of automobiles - air;Emissions;kg;0,045208277
169;NMVOC - non combustion - Mutton and lamb - air;Emissions;kg;0,045208277
170;NMVOC - non combustion - Oil refinery - air;Emissions;kg;0,045208277
171;NMVOC - non combustion - Organic chemical industry - downstream units - air;Emissions;kg;0,045208277
172;NMVOC - non combustion - Organic chemical industry, storage - air;Emissions;kg;0,045208277
173;NMVOC - non combustion - Other industrial use of solvents - air;Emissions;kg;0,045208277
174;NMVOC - non combustion - Pharmaceutical industry - air;Emissions;kg;0,045208277
175;NMVOC - non combustion - Polystyrene processing - air;Emissions;kg;0,045208277
176;NMVOC - non combustion - Polyvinylchloride produceduction by suspension process - air;Emissions;kg;0,045208277
177;NMVOC - non combustion - Pork - air;Emissions;kg;0,045208277
178;NMVOC - non combustion - Poultry, dressed - air;Emissions;kg;0,045208277
179;NMVOC - non combustion - Printing, offset - air;Emissions;kg;0,045208277
180;NMVOC - non combustion - Products incorporating solvents - air;Emissions;kg;0,045208277
181;NMVOC - non combustion - Raw sugar - air;Emissions;kg;0,045208277
182;NMVOC - non combustion - Rotogravure in publication - air;Emissions;kg;0,045208277
183;NMVOC - non combustion - Screen printing - air;Emissions;kg;0,045208277
184;NMVOC - non combustion - Steam cracking (ethylene and propylene production) - air;Emissions;kg;0,045208277
185;NMVOC - non combustion - Synthetic rubber - air;Emissions;kg;0,045208277
186;NMVOC - non combustion - Tyre production - air;Emissions;kg;0,045208277
187;NMVOC - non combustion - Vehicle refinishing - air;Emissions;kg;0,045208277
188;NMVOC - non combustion - Wire coating - air;Emissions;kg;0,045208277
189;NOx - non combustion - Agglomeration plant - pellets - air;Emissions;kg;0
190;NOx - non combustion - Agglomeration plant - sinter - air;Emissions;kg;0
191;NOx - non combustion - Bricks production - air;Emissions;kg;0
192;NOx - non combustion - Cement production - air;Emissions;kg;0
193;NOx - non combustion - Chemical wood pulp, dissolving grades - air;Emissions;kg;0
194;NOx - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air;Emissions;kg;0
195;NOx - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air;Emissions;kg;0
196;NOx - non combustion - Glass production - air;Emissions;kg;0
197;NOx - non combustion - Lime production - air;Emissions;kg;0
198;NOx - non combustion - Nickel, unwrought - air;Emissions;kg;0
199;NOx - non combustion - Oil refinery - air;Emissions;kg;0
200;NOx - non combustion - Pig iron production, blast furnace - air;Emissions;kg;0
201;NOx - non combustion - Production of coke oven coke - air;Emissions;kg;0
202;NOx - non combustion - Production of gascoke - air;Emissions;kg;0
203;"NOx - non combustion - Refined copper; unwrought, not alloyed - air";Emissions;kg;0
204;NOx - non combustion - Refined lead, unwrought - air;Emissions;kg;0
205;NOx - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air;Emissions;kg;0
206;NOx - non combustion - Steel production: basic oxygen furnace - air;Emissions;kg;0
207;NOx - non combustion - Steel production: electric arc furnace - air;Emissions;kg;0
208;NOx - non combustion - Sulphuric acid production - air;Emissions;kg;0
209;"NOx - non combustion - Unrefined copper; copper anodes for electrolytic refining - air";Emissions;kg;0
210;NOx - non combustion - Zinc, unwrought, not alloyed - air;Emissions;kg;0
211;Ni - non combustion - Agglomeration plant - pellets - air;Emissions;kg;0
212;Ni - non combustion - Agglomeration plant - sinter - air;Emissions;kg;0
213;Ni - non combustion - Glass production - air;Emissions;kg;0
214;Ni - non combustion - Production of coke oven coke - air;Emissions;kg;0
215;Ni - non combustion - Production of gascoke - air;Emissions;kg;0
216;Ni - non combustion - Steel production: basic oxygen furnace - air;Emissions;kg;0
217;Ni - non combustion - Steel production: electric arc furnace - air;Emissions;kg;0
218;Ni - non combustion - Steel production: open hearth furnace - air;Emissions;kg;0
219;PAH - non combustion - Agglomeration plant - pellets - air;Emissions;kg;0
220;PAH - non combustion - Agglomeration plant - sinter - air;Emissions;kg;0
221;PAH - non combustion - Pig iron production, blast furnace - air;Emissions;kg;0
222;PAH - non combustion - Production of coke oven coke - air;Emissions;kg;0
223;PAH - non combustion - Production of gascoke - air;Emissions;kg;0
224;PAH - non combustion - Steel production: basic oxygen furnace - air;Emissions;kg;0
225;PAH - non combustion - Steel production: electric arc furnace - air;Emissions;kg;0
226;PCB - non combustion - Agglomeration plant - pellets - air;Emissions;kg;0
227;PCB - non combustion - Agglomeration plant - sinter - air;Emissions;kg;0
228;PCB - non combustion - Pig iron production, blast furnace - air;Emissions;kg;0
229;PCB - non combustion - Steel production: basic oxygen furnace - air;Emissions;kg;0
230;PCB - non combustion - Steel production: electric arc furnace - air;Emissions;kg;0
231;PCDD/F - non combustion - Agglomeration plant - pellets - air;Emissions;kg;0
232;PCDD/F - non combustion - Agglomeration plant - sinter - air;Emissions;kg;0
233;PCDD/F - non combustion - Pig iron production, blast furnace - air;Emissions;kg;0
234;PCDD/F - non combustion - Secondary aluminium production - air;Emissions;kg;0
235;PCDD/F - non combustion - Steel production: basic oxygen furnace - air;Emissions;kg;0
236;PCDD/F - non combustion - Steel production: electric arc furnace - air;Emissions;kg;0
237;PM10 - non combustion - Agglomeration plant - pellets - air;Emissions;kg;0
238;PM10 - non combustion - Agglomeration plant - sinter - air;Emissions;kg;0
239;PM10 - non combustion - Aluminium ores and concentrates (Bauxite) - air;Emissions;kg;0
240;PM10 - non combustion - Bricks production - air;Emissions;kg;0
241;PM10 - non combustion - Briquettes production - air;Emissions;kg;0
242;PM10 - non combustion - Carbon black production - air;Emissions;kg;0
243;PM10 - non combustion - Cast iron production (grey iron foundries) - air;Emissions;kg;0
244;PM10 - non combustion - Cement production - air;Emissions;kg;0
245;PM10 - non combustion - Chemical wood pulp, dissolving grades - air;Emissions;kg;0
246;PM10 - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air;Emissions;kg;0
247;PM10 - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air;Emissions;kg;0
248;PM10 - non combustion - Chromium ores and concentrates - air;Emissions;kg;0
249;PM10 - non combustion - Copper ores and concentrates - air;Emissions;kg;0
250;PM10 - non combustion - Fertilizer production (N-fertilizer) - air;Emissions;kg;0
251;PM10 - non combustion - Glass production - air;Emissions;kg;0
252;PM10 - non combustion - Gold ores and concentrates - air;Emissions;kg;0
253;PM10 - non combustion - Iron ores and concentrates - air;Emissions;kg;0
254;PM10 - non combustion - Lead ores and concentrates - air;Emissions;kg;0
255;PM10 - non combustion - Lime production - air;Emissions;kg;0
256;PM10 - non combustion - Mining of antracite - air;Emissions;kg;0
257;PM10 - non combustion - Mining of bituminous coal - air;Emissions;kg;0
258;PM10 - non combustion - Mining of coking coal - air;Emissions;kg;0
259;PM10 - non combustion - Mining of lignite (brown coal) - air;Emissions;kg;0
260;PM10 - non combustion - Mining of sub-bituminous coal - air;Emissions;kg;0
261;PM10 - non combustion - Molybdenum ores and concentrates - air;Emissions;kg;0
262;PM10 - non combustion - N- fertilizer production - air;Emissions;kg;0
263;PM10 - non combustion - Nickel ores and concentrates - air;Emissions;kg;0
264;PM10 - non combustion - Nickel, unwrought - air;Emissions;kg;0
265;PM10 - non combustion - Oil refinery - air;Emissions;kg;0
266;PM10 - non combustion - Pig iron production, blast furnace - air;Emissions;kg;0
267;PM10 - non combustion - Platinum ores and concentrates - air;Emissions;kg;0
268;PM10 - non combustion - Primary aluminium production - air;Emissions;kg;0
269;PM10 - non combustion - Production of coke oven coke - air;Emissions;kg;0
270;PM10 - non combustion - Production of gascoke - air;Emissions;kg;0
271;"PM10 - non combustion - Refined copper; unwrought, not alloyed - air";Emissions;kg;0
272;PM10 - non combustion - Refined lead, unwrought - air;Emissions;kg;0
273;PM10 - non combustion - Secondary aluminium production - air;Emissions;kg;0
274;PM10 - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air;Emissions;kg;0
275;PM10 - non combustion - Silver ores and concentrates - air;Emissions;kg;0
276;PM10 - non combustion - Steel production: basic oxygen furnace - air;Emissions;kg;0
277;PM10 - non combustion - Steel production: electric arc furnace - air;Emissions;kg;0
278;PM10 - non combustion - Steel production: open hearth furnace - air;Emissions;kg;0
279;PM10 - non combustion - Tin ores and concentrates - air;Emissions;kg;0
280;"PM10 - non combustion - Unrefined copper; copper anodes for electrolytic refining - air";Emissions;kg;0
281;PM10 - non combustion - Zinc ores and concentrates - air;Emissions;kg;0
282;PM10 - non combustion - Zinc, unwrought, not alloyed - air;Emissions;kg;0
283;PM2.5 - non combustion - Agglomeration plant - pellets - air;Emissions;kg;0
284;PM2.5 - non combustion - Agglomeration plant - sinter - air;Emissions;kg;0
285;PM2.5 - non combustion - Aluminium ores and concentrates (Bauxite) - air;Emissions;kg;0
286;PM2.5 - non combustion - Bricks production - air;Emissions;kg;0
287;PM2.5 - non combustion - Briquettes production - air;Emissions;kg;0
288;PM2.5 - non combustion - Carbon black production - air;Emissions;kg;0
289;PM2.5 - non combustion - Cast iron production (grey iron foundries) - air;Emissions;kg;0
290;PM2.5 - non combustion - Cement production - air;Emissions;kg;0
291;PM2.5 - non combustion - Chemical wood pulp, dissolving grades - air;Emissions;kg;0
292;PM2.5 - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air;Emissions;kg;0
293;PM2.5 - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air;Emissions;kg;0
294;PM2.5 - non combustion - Chromium ores and concentrates - air;Emissions;kg;0
295;PM2.5 - non combustion - Copper ores and concentrates - air;Emissions;kg;0
296;PM2.5 - non combustion - Fertilizer production (N-fertilizer) - air;Emissions;kg;0
297;PM2.5 - non combustion - Glass production - air;Emissions;kg;0
298;PM2.5 - non combustion - Gold ores and concentrates - air;Emissions;kg;0
299;PM2.5 - non combustion - Iron ores and concentrates - air;Emissions;kg;0
300;PM2.5 - non combustion - Lead ores and concentrates - air;Emissions;kg;0
301;PM2.5 - non combustion - Lime production - air;Emissions;kg;0
302;PM2.5 - non combustion - Mining of antracite - air;Emissions;kg;0
303;PM2.5 - non combustion - Mining of bituminous coal - air;Emissions;kg;0
304;PM2.5 - non combustion - Mining of coking coal - air;Emissions;kg;0
305;PM2.5 - non combustion - Mining of lignite (brown coal) - air;Emissions;kg;0
306;PM2.5 - non combustion - Mining of sub-bituminous coal - air;Emissions;kg;0
307;PM2.5 - non combustion - Molybdenum ores and concentrates - air;Emissions;kg;0
308;PM2.5 - non combustion - N- fertilizer production - air;Emissions;kg;0
309;PM2.5 - non combustion - Nickel ores and concentrates - air;Emissions;kg;0
310;PM2.5 - non combustion - Nickel, unwrought - air;Emissions;kg;0
311;PM2.5 - non combustion - Oil refinery - air;Emissions;kg;0
312;PM2.5 - non combustion - Pig iron production, blast furnace - air;Emissions;kg;0
313;PM2.5 - non combustion - Platinum ores and concentrates - air;Emissions;kg;0
314;PM2.5 - non combustion - Primary aluminium production - air;Emissions;kg;0
315;PM2.5 - non combustion - Production of coke oven coke - air;Emissions;kg;0
316;PM2.5 - non combustion - Production of gascoke - air;Emissions;kg;0
317;"PM2.5 - non combustion - Refined copper; unwrought, not alloyed - air";Emissions;kg;0
318;PM2.5 - non combustion - Refined lead, unwrought - air;Emissions;kg;0
319;PM2.5 - non combustion - Secondary aluminium production - air;Emissions;kg;0
320;PM2.5 - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air;Emissions;kg;0
321;PM2.5 - non combustion - Silver ores and concentrates - air;Emissions;kg;0
322;PM2.5 - non combustion - Steel production: basic oxygen furnace - air;Emissions;kg;0
323;PM2.5 - non combustion - Steel production: electric arc furnace - air;Emissions;kg;0
324;PM2.5 - non combustion - Steel production: open hearth furnace - air;Emissions;kg;0
325;PM2.5 - non combustion - Tin ores and concentrates - air;Emissions;kg;0
326;"PM2.5 - non combustion - Unrefined copper; copper anodes for electrolytic refining - air";Emissions;kg;0
327;PM2.5 - non combustion - Zinc ores and concentrates - air;Emissions;kg;0
328;PM2.5 - non combustion - Zinc, unwrought, not alloyed - air;Emissions;kg;0
329;Pb - non combustion - Agglomeration plant - pellets - air;Emissions;kg;0
330;Pb - non combustion - Agglomeration plant - sinter - air;Emissions;kg;0
331;Pb - non combustion - Glass production - air;Emissions;kg;0
332;Pb - non combustion - Nickel, unwrought - air;Emissions;kg;0
333;Pb - non combustion - Pig iron production, blast furnace - air;Emissions;kg;0
334;Pb - non combustion - Production of coke oven coke - air;Emissions;kg;0
335;Pb - non combustion - Production of gascoke - air;Emissions;kg;0
336;"Pb - non combustion - Refined copper; unwrought, not alloyed - air";Emissions;kg;0
337;Pb - non combustion - Refined lead, unwrought - air;Emissions;kg;0
338;Pb - non combustion - Steel production: basic oxygen furnace - air;Emissions;kg;0
339;Pb - non combustion - Steel production: electric arc furnace - air;Emissions;kg;0
340;Pb - non combustion - Steel production: open hearth furnace - air;Emissions;kg;0
341;"Pb - non combustion - Unrefined copper; copper anodes for electrolytic refining - air";Emissions;kg;0
342;Pb - non combustion - Zinc, unwrought, not alloyed - air;Emissions;kg;0
343;SOx - non combustion - Agglomeration plant - sinter - air;Emissions;kg;0
344;SOx - non combustion - Bricks production - air;Emissions;kg;0
345;SOx - non combustion - Cement production - air;Emissions;kg;0
346;SOx - non combustion - Chemical wood pulp, dissolving grades - air;Emissions;kg;0
347;SOx - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air;Emissions;kg;0
348;SOx - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air;Emissions;kg;0
349;SOx - non combustion - Glass production - air;Emissions;kg;0
350;SOx - non combustion - Lime production - air;Emissions;kg;0
351;SOx - non combustion - Nickel, unwrought - air;Emissions;kg;0
352;SOx - non combustion - Oil refinery - air;Emissions;kg;0
353;SOx - non combustion - Pig iron production, blast furnace - air;Emissions;kg;0
354;SOx - non combustion - Production of coke oven coke - air;Emissions;kg;0
355;SOx - non combustion - Production of gascoke - air;Emissions;kg;0
356;"SOx - non combustion - Refined copper; unwrought, not alloyed - air";Emissions;kg;0
357;SOx - non combustion - Refined lead, unwrought - air;Emissions;kg;0
358;SOx - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air;Emissions;kg;0
359;SOx - non combustion - Sulphuric acid production - air;Emissions;kg;0
360;"SOx - non combustion - Unrefined copper; copper anodes for electrolytic refining - air";Emissions;kg;0
361;SOx - non combustion - Zinc, unwrought, not alloyed - air;Emissions;kg;0
362;Se - non combustion - Agglomeration plant - pellets - air;Emissions;kg;0
363;Se - non combustion - Agglomeration plant - sinter - air;Emissions;kg;0
364;Se - non combustion - Glass production - air;Emissions;kg;0
365;Se - non combustion - Steel production: basic oxygen furnace - air;Emissions;kg;0
366;TSP - non combustion - Agglomeration plant - pellets - air;Emissions;kg;0
367;TSP - non combustion - Agglomeration plant - sinter - air;Emissions;kg;0
368;TSP - non combustion - Aluminium ores and concentrates (Bauxite) - air;Emissions;kg;0
369;TSP - non combustion - Bricks production - air;Emissions;kg;0
370;TSP - non combustion - Briquettes production - air;Emissions;kg;0
371;TSP - non combustion - Carbon black production - air;Emissions;kg;0
372;TSP - non combustion - Cast iron production (grey iron foundries) - air;Emissions;kg;0
373;TSP - non combustion - Cement production - air;Emissions;kg;0
374;TSP - non combustion - Chemical wood pulp, dissolving grades - air;Emissions;kg;0
375;TSP - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air;Emissions;kg;0
376;TSP - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air;Emissions;kg;0
377;TSP - non combustion - Chromium ores and concentrates - air;Emissions;kg;0
378;TSP - non combustion - Copper ores and concentrates - air;Emissions;kg;0
379;TSP - non combustion - Fertilizer production (N-fertilizer) - air;Emissions;kg;0
380;TSP - non combustion - Glass production - air;Emissions;kg;0
381;TSP - non combustion - Gold ores and concentrates - air;Emissions;kg;0
382;TSP - non combustion - Iron ores and concentrates - air;Emissions;kg;0
383;TSP - non combustion - Lead ores and concentrates - air;Emissions;kg;0
384;TSP - non combustion - Lime production - air;Emissions;kg;0
385;TSP - non combustion - Mining of antracite - air;Emissions;kg;0
386;TSP - non combustion - Mining of bituminous coal - air;Emissions;kg;0
387;TSP - non combustion - Mining of coking coal - air;Emissions;kg;0
388;TSP - non combustion - Mining of lignite (brown coal) - air;Emissions;kg;0
389;TSP - non combustion - Mining of sub-bituminous coal - air;Emissions;kg;0
390;TSP - non combustion - Molybdenum ores and concentrates - air;Emissions;kg;0
